ID,Likability,Name,Text,Face
0,"1,2,3,4",隻腕の騎士,《「やっぱり、死ぬのは怖いよな……」》,4
1,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
2,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
3,"1,2,3,4",隻腕の騎士,《「ただ肯定するだけの人形であってはいけない、君ならば抗えるはずだ」》,5
4,"1,2,3,4",隻腕の騎士,《「君にあって俺にないもの、その一つは、首を横に振れる強さか」》,2
5,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
6,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
7,"1,2,3,4",隻腕の騎士,《「己を奮い立たせ、一歩前に進む勇気。崇高なものだ、俺には眩しすぎる」》,4
8,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
9,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
10,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
11,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
12,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
13,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
14,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
15,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
16,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
17,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
18,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
19,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
20,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
21,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
22,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
23,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
24,"1,2,3,4",隻腕の騎士,《「君には未来がある、限られた時間は有効に使うんだぞ」》,5
25,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
26,"1,2,3,4",隻腕の騎士,《「ははは……俺の諦観がありありと見えるだろう……？」》,2
27,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
28,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
29,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
30,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
31,"1,2,3,4",隻腕の騎士,《「毎度、ただ……インクは別途調達してくれ」》,1
32,"1,2,3,4",隻腕の騎士,《「疲れた顔をしている、ゆっくり休むといい」》,2
33,"1,2,3,4",隻腕の騎士,《「使う機会があるか保証は出来ないが……あるに越したことはない」》,1
34,"1,2,3,4",隻腕の騎士,《「人は君を裏切るかもしれないが、道具は君を裏切らない」》,5
35,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
36,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
37,"1,2,3,4",隻腕の騎士,《「君ならこれを活かせるだろう」》,5
38,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
39,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
40,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
41,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
42,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
43,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
44,"1,2,3,4",隻腕の騎士,《「役に立つことを祈ってるよ」》,2
