ID,Likability,Name,Text,Face
0,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
1,"1,2,3,4",イカれた学者,《「複数の心臓を体内に宿す……何が起こるのか気になる解剖させてくれ！」》,5
2,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
3,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
4,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
5,"1,2,3,4",イカれた学者,《「記録するタイミングには気を付けろ、手遅れになってからじゃ遅いぞ」》,2
6,"1,2,3,4",イカれた学者,《「記録する力を失っても記録自体は消えない、覚えておけ」》,2
7,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
8,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
9,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
10,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
11,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
12,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
13,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
14,"1,2,3,4",イカれた学者,《「おぉ！これでオレの御高説がよーく聞こえるな！」》,5
15,"1,2,3,4",イカれた学者,《「SELECTではなくSELLCT、何の意味があるんだろうな」》,6
16,"1,2,3,4",イカれた学者,《「久しぶりにそのクソ生意気な口を利いてくれたな！オレは嬉しい！」》,2
17,"1,2,3,4",イカれた学者,《「これでまともに金勘定が出来るな？」》,2
18,"1,2,3,4",イカれた学者,《「おめでとうこれでかんじがよめるな！」》,5
19,"1,2,3,4",イカれた学者,《「平仮名習得御祝申上げる、ぜ！」》,5
20,"1,2,3,4",イカれた学者,《「カタカタカタカナ煩いなぁ……」》,3
21,"1,2,3,4",イカれた学者,《「情報は知識にあらず、だよ」》,2
22,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
23,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
24,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
25,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
26,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
27,"1,2,3,4",イカれた学者,《「折角の権能だ、存分に振りかざせ」》,5
28,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
29,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
30,"1,2,3,4",イカれた学者,《「さて、その名前は本当にお前のものか？」》,6
31,"1,2,3,4",イカれた学者,《「大事に使えよ、汚すなよ？」》,2
32,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
33,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
34,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
35,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
36,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
37,"1,2,3,4",イカれた学者,《「相応の対価の上で手に入れた幸運だ、多少は信頼できるだろ？」》,2
38,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
39,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
40,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
41,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
42,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
43,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
44,"1,2,3,4",イカれた学者,《「毎度ありぃ！」》,5
