ID,Likability,Name,Text,Face
0,1,"没落貴族,没落貴族,没落貴族","《「貴様か」》,《「醜悪なものだ、どれほど富んでいようとも、貴様は心が醜すぎる」》,《「さっさと宝石を出せ、お前には不釣り合いなものだ」》","1,3,3"
1,1,"没落貴族,没落貴族","《「失せろ」》,《「貴様に語るべきことはない」》","3,3"
2,1,"没落貴族,没落貴族","《「どの面を下げて俺の前に現れた？」》,《「随分な蛮勇だな、吐き気がする」》","3,3"
3,1,"没落貴族,没落貴族","《「あぁ、醜い醜い醜い」》,《「頼むから！俺の視界に入るな……！」》","4,3"
4,"2,3","没落貴族,没落貴族,没落貴族","《「かつての栄光、そこに執着はない」》,《「広大な土地にも、人を操る権威にも興味はない」》,《「ただ俺にあるのは、輝きへの妄執だけだ」》","1,1,4"
5,"2,3","没落貴族,没落貴族,没落貴族","《「ここは随分と暗いな」》,《「けれど、暗闇でこそ輝くものに価値はある」》,《「さて、今日はどんな宝石を持ってきたんだ？」》","1,2,2"
6,"2,3","没落貴族,没落貴族,没落貴族","《「ゲホッ……ゴホッ……ゴホッゴホッ」》,《「気にするな……気にした所でどうにかなるものじゃない」》,《「片肺というものは、やはり少し不便ではあるがな」》","4,1,4"
7,"2,3","没落貴族,没落貴族,没落貴族","《「大地を踏み締める歓びも、宙を踊る自由も俺には不要だ」》,《「ただ、俺の世界が、美しくあればいい」》,《「醜悪なものは、俺の視界に入れないでくれ」》","1,5,1"
8,"2,3","没落貴族,没落貴族,没落貴族","《「美とは恐ろしいものだよ」》,《「行き過ぎた美は、人を狂気へと誘う」》,《「俺も……その一人なのかもしれないな」》","1,4,1"
9,"2,3","没落貴族,没落貴族,没落貴族","《「ここにいる奴らは、一癖も二癖もある奴ばかりだ」》,《「大抵の奴は……過剰なばかりの何かへの固執……」》,《「『こだわり』を持っているみたいだが……」》","1,1,1"
10,4,"没落貴族,没落貴族,没落貴族","《「あぁ、貴様か」》,《「時間？あぁ、問題ない」》,《「少し、宝石を眺めていただけだ」》","1,2,5"
11,4,"没落貴族,没落貴族","《「よく来てくれた」》,《「さて、今日はどんな宝石を持ってきてくれたんだ？」》","2,5"
12,4,"没落貴族,没落貴族,没落貴族","《「ふむ、貴様か」》,《「相も変わらず貴様はみすぼらしいな、少しは身を着飾ってみたらどうだ？」》,《「見繕うならば手伝うぞ、目利きには自信がある」》","1,5,2"
13,4,"没落貴族,没落貴族,没落貴族","《「どれほど無価値を装っても」》,《「眩く光を放つ、心の輝きだけは隠せない」》,《貴様のことだ》","5,5,2"
