ID,Likability,Name,Text,Face
0,"1,2,3,4",没落貴族,《「命とは、かくも美しき紅の宝石だ」》,2
1,"1,2,3,4",,《何かを手に入れる、対価を支払う、その手段》,1
2,"1,2,3,4",,《何かを失う、対価を得る、その手段》,1
3,"1,2,3,4",,《首を縦に振る従順さ》,1
4,"1,2,3,4",,《首を横に振る勇敢さ》,1
5,"1,2,3,4",,《目的を見失わないために、刻み込め》,1
6,"1,2,3,4",,《思い出せ、己が何者であるかを》,1
7,"1,2,3,4",,《一歩前に進む、そんなささやかな強さ》,1
8,"1,2,3,4",,《世界が奏でる旋律を聴くために》,1
9,"1,2,3,4",,《見えなくても、聞こえればいい》,1
10,"1,2,3,4",没落貴族,《「どれほど美しい宝石も、光なき場所では輝けない」》,4
11,"1,2,3,4",没落貴族,《「俺にはもう不要なものだ」》,3
12,"1,2,3,4",没落貴族,《「瞳という宝石は、その中にも宝石を映している」》,1
13,"1,2,3,4",没落貴族,《「輝きに模様やディテールは不要だ」》,4
14,"1,2,3,4",,《言葉は理解できなければただの音に過ぎない》,1
15,"1,2,3,4",,《なんだ？これは》,1
16,"1,2,3,4",,《対話することでしか相互理解は得られない》,1
17,"1,2,3,4",,《数字は裏切らない》,1
18,"1,2,3,4",,《この世界で広く普及した表意文字だ》,1
19,"1,2,3,4",,《平凡な文字だ、だからこそ溢れている》,1
20,"1,2,3,4",,《文字通りの欠片ではなく、自己完結している》,1
21,"1,2,3,4",,《世界を繋げる文字だ》,1
22,"1,2,3,4",,《自分の意思を確かに示せ》,1
23,"1,2,3,4",,《これはこれだ》,1
24,"1,2,3,4",没落貴族,《「時は宝石なり、だ」》,4
25,"1,2,3,4",,《取引できるものはまだまだある》,1
26,"1,2,3,4",,《読心の異能は、知りたくもない真実も示す》,1
27,"1,2,3,4",,《やり直せ》,1
28,"1,2,3,4",,《取引できるものはまだあるだろう？》,1
29,"1,2,3,4",,,
30,"1,2,3,4",,《お前は誰だ》,1
31,"1,2,3,4",,《インクは別売りだ》,1
32,"1,2,3,4",,《一休みする余裕》,1
33,"1,2,3,4",没落貴族,《「美しいだろう、手放すには惜しいものだ」》,5
34,"1,2,3,4",,《加害の象徴、また万能の利器でもある》,1
35,"1,2,3,4",,,
36,"1,2,3,4",,《交渉のコツは本命を後から提示することだ》,1
37,"1,2,3,4",没落貴族,《「俺は運などというモノには頼らない」》,3
38,"1,2,3,4",,,
39,"1,2,3,4",,,
40,"1,2,3,4",,,
41,"1,2,3,4",,,
42,"1,2,3,4",,,
43,"1,2,3,4",,,
44,"1,2,3,4",,,
