ID,Likability,Name,Text,Face
0,"1,2,3,4",トレーダー,《「必死に生にしがみ付く姿勢は嫌いじゃない」》,5
1,"1,2,3,4",トレーダー,《「どういうインチキだ？これは」》,3
2,"1,2,3,4",トレーダー,《「良い選択だ、何を売ってくれるんだ？」》,5
3,"1,2,3,4",トレーダー,《「毎度あり」》,2
4,"1,2,3,4",トレーダー,《「毎度あり」》,2
5,"1,2,3,4",トレーダー,《「刻み込めるのはただ一つの記憶だけだ、何を記録するかは慎重にな」》,1
6,"1,2,3,4",トレーダー,《「今のお前と同じ記憶を持った『誰か』は果たして本当にお前と言えるのかね」》,4
7,"1,2,3,4",トレーダー,《「良い心意気だ、蛮勇なくして何かを成すことは出来ないのだから」》,2
8,"1,2,3,4",トレーダー,《「毎度あり」》,2
9,"1,2,3,4",トレーダー,《「毎度あり」》,2
10,"1,2,3,4",トレーダー,《「毎度あり」》,2
11,"1,2,3,4",トレーダー,《「毎度あり」》,2
12,"1,2,3,4",トレーダー,《「毎度あり」》,2
13,"1,2,3,4",トレーダー,《「毎度あり」》,2
14,"1,2,3,4",トレーダー,《「毎度あり」》,2
15,"1,2,3,4",トレーダー,《「始まりの地、それ以上の価値を持たないというのに物好きなものだ」》,1
16,"1,2,3,4",トレーダー,《「やっと口を利く気になったか、さぁ取引をしよう」》,5
17,"1,2,3,4",トレーダー,《「毎度あり」》,2
18,"1,2,3,4",トレーダー,《「毎度あり」》,2
19,"1,2,3,4",トレーダー,《「毎度あり」》,2
20,"1,2,3,4",トレーダー,《「毎度あり」》,2
21,"1,2,3,4",トレーダー,《「毎度あり」》,2
22,"1,2,3,4",トレーダー,《「毎度あり」》,2
23,"1,2,3,4",トレーダー,《「毎度あり」》,2
24,"1,2,3,4",トレーダー,《「毎度あり」》,2
25,"1,2,3,4",トレーダー,《「さて、早速だが追加の品を見せてもらおうか」》,2
26,"1,2,3,4",トレーダー,《「毎度あり」》,2
27,"1,2,3,4",トレーダー,《「お前に全てを捨てる覚悟はあるか？」》,3
28,"1,2,3,4",トレーダー,《「急かさずとも用意する、次の機会までにはな」》,4
29,"1,2,3,4",トレーダー,《「毎度あり」》,2
30,"1,2,3,4",トレーダー,《「さて、その名前に覚えはあるか？」》,3
31,"1,2,3,4",トレーダー,《「毎度あり」》,2
32,"1,2,3,4",トレーダー,《「毎度あり」》,2
33,"1,2,3,4",トレーダー,《「毎度あり」》,2
34,"1,2,3,4",トレーダー,《「毎度あり」》,2
35,"1,2,3,4",トレーダー,《「毎度あり」》,2
36,"1,2,3,4",トレーダー,《「よし、これで対等な取引が出来るな」》,5
37,"1,2,3,4",トレーダー,《「幸運の女神がお前に微笑むと良いな」》,2
38,"1,2,3,4",トレーダー,《「毎度あり」》,2
39,"1,2,3,4",トレーダー,《「毎度あり」》,2
40,"1,2,3,4",トレーダー,《「毎度あり」》,2
41,"1,2,3,4",トレーダー,《「毎度あり」》,2
42,"1,2,3,4",トレーダー,《「毎度あり」》,2
43,"1,2,3,4",トレーダー,《「毎度あり」》,2
44,"1,2,3,4",トレーダー,《「毎度あり」》,2
